title,author,source_name,source_year,source_rank,source_category,isbn13,source_url
"Sell Yourself: How to Create, Live, and Sell a Powerful Personal Brand",Cindy McGovern,Goodreads Library,2025,468,personal-library,9781264849314,
"You, Inc.: The Art of Selling Yourself",Harry Beckwith,Goodreads Library,2025,469,personal-library,9780446578219,
"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,Goodreads Library,2025,470,personal-library,9780143115267,
Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,Goodreads Library,2025,471,personal-library,,
Capitalism and Freedom,Milton Friedman,Goodreads Library,2025,472,personal-library,9780226264219,
Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,Goodreads Library,2025,473,personal-library,9780465081455,
Expert Secrets: The Underground Playbook for Creating a Mass Movement of People Who Will Pay for Your Advice,Russell Brunson,Goodreads Library,2025,474,personal-library,9781683504597,
Hidden Potential: The Science of Achieving Greater Things,Adam M. Grant,Goodreads Library,2025,475,personal-library,9780593653142,
The Secret of Selling Anything,Harry Browne,Goodreads Library,2025,476,personal-library,,
Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,Goodreads Library,2025,477,personal-library,9780553804911,
"HBR's 10 Must Reads on Managing Yourself (with bonus article ""How Will You Measure Your Life?"" by Clayton M. Christensen)",Harvard Business Publishing,Goodreads Library,2025,478,personal-library,9781422172032,
"Bargaining with the Devil: When to Negotiate, When to Fight",Robert Mnookin,Goodreads Library,2025,479,personal-library,9781416583325,
Damn Right!: Behind the Scenes with Berkshire Hathaway Billionaire Charlie Munger,Janet Lowe,Goodreads Library,2025,480,personal-library,9780471446910,
The Breakthrough Principle of 16x,Richard Koch,Goodreads Library,2025,481,personal-library,9780944002353,
Bluefishing: The Art of Making Things Happen,Steve Sims,Goodreads Library,2025,482,personal-library,9781501152511,
The New New Thing: A Silicon Valley Story,Michael   Lewis,Goodreads Library,2025,483,personal-library,9780393347814,
Boomerang: Travels in the New Third World,Michael   Lewis,Goodreads Library,2025,484,personal-library,9780393343441,
The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,Goodreads Library,2025,485,personal-library,9780393354775,
The Big Short: Inside the Doomsday Machine,Michael   Lewis,Goodreads Library,2025,486,personal-library,9780393353150,
The Premonition: A Pandemic Story,Michael   Lewis,Goodreads Library,2025,487,personal-library,9780393881554,
Liar's Poker,Michael   Lewis,Goodreads Library,2025,488,personal-library,9780393338690,
Barbarians at the Gate: The Fall of RJR Nabisco,Bryan Burrough,Goodreads Library,2025,489,personal-library,9780060536350,
Inbound Marketing and SEO: Insights from the Moz Blog,Rand Fishkin,Goodreads Library,2025,490,personal-library,9781118551554,
Lost and Founder: A Painfully Honest Field Guide to the Startup World,Rand Fishkin,Goodreads Library,2025,491,personal-library,9780735213326,
BE 2.0 (Beyond Entrepreneurship 2.0): Turning Your Business into an Enduring Great Company,Jim Collins,Goodreads Library,2025,492,personal-library,9780399564246,
From Impossible To Inevitable: How Hyper-Growth Companies Create Predictable Revenue,Aaron Ross,Goodreads Library,2025,493,personal-library,9781119166719,
Snap Selling Lib/E: Speed Up Sales and Win More Business with Today's Frazzled Customers,Jill Konrath,Goodreads Library,2025,494,personal-library,9798200642106,
Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell,Eric Schmidt,Goodreads Library,2025,495,personal-library,9780062839268,
The Hypomanic Edge: The Link Between (A Little) Craziness and (A Lot of) Success in America,John D. Gartner,Goodreads Library,2025,496,personal-library,9780743243445,
Relentless: From Good to Great to Unstoppable (Tim Grover Winning Series),Tim S. Grover,Goodreads Library,2025,497,personal-library,9781476714202,
Your Next Five Moves: Master the Art of Business Strategy,Patrick Bet-David,Goodreads Library,2025,498,personal-library,9781982154820,
"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand out From The Crowd",Allan Dib,Goodreads Library,2025,499,personal-library,9781941142981,
Scientific Advertising,Claude C. Hopkins,Goodreads Library,2025,500,personal-library,9781599869162,
$100M Leads: How to Get Strangers To Want To Buy Your Stuff,Alex Hormozi,Goodreads Library,2025,501,personal-library,,
"How The Mighty Fall: And Why Some Companies Never Give In (Good to Great, 4)",Jim Collins,Goodreads Library,2025,502,personal-library,9780977326419,
Confessions of an Advertising Man,David Ogilvy,Goodreads Library,2025,503,personal-library,9781904915010,
The One Sentence Persuasion Course - 27 Words to Make the World Do Your Bidding,Blair Warren,Goodreads Library,2025,504,personal-library,,
Influencer: The Power to Change Anything,Kerry Patterson,Goodreads Library,2025,505,personal-library,9780071484992,
Yes!: 50 Scientifically Proven Ways to Be Persuasive,Noah J. Goldstein,Goodreads Library,2025,506,personal-library,9781416570967,
Modern Persuasion Strategies: The Hidden Advantage in Selling,Donald J. Moine; John H. Herd,Goodreads Library,2025,507,personal-library,9780135960998,
Modern Persuasion Strategies: The Hidden Advantage in Selling,Donald J. Moine,Goodreads Library,2025,508,personal-library,9780135941850,
Ultimate Selling Power: How to Create and Enjoy a Multimillion Dollar Sales Career,Donald J. Moine,Goodreads Library,2025,509,personal-library,9781564146410,
"The System: The Proven 3-Step Formula Anyone Can Learn to Get More Leads, Book More Appointments, and Make More Sales",Eric Lofholm,Goodreads Library,2025,510,personal-library,,
Unlimited Selling Power: How to Master Hypnotic Selling Skills,Donald Moine,Goodreads Library,2025,511,personal-library,9780136891260,
Experiencing Hypnosis: Therapeutic Approaches to Altered States,Milton H. Erickson,Goodreads Library,2025,512,personal-library,9780829002461,
"Conversations with Milton H. Erickson, M.D.: Volume I, Changing Individuals",Milton H. Erickson,Goodreads Library,2025,513,personal-library,9780931513183,
"The Collected Papers of Milton H. Erickson on Hypnosis, Vol. 4: Innovative Hypnotherapy",Milton H. Erickson,Goodreads Library,2025,514,personal-library,9780470267240,
The February Man: Evolving Consciousness And Identity In Hypnotherapy,Milton H. Erickson,Goodreads Library,2025,515,personal-library,9780876305454,
Hypnotic Realities: The Induction of Clinical Hypnosis and Forms of Indirect Suggestion,Milton H. Erickson,Goodreads Library,2025,516,personal-library,9780829001129,
Choose Your Enemies Wisely: Business Planning for the Audacious Few,Patrick Bet-David,Goodreads Library,2025,517,personal-library,9780593712856,
Deep Talent: How to Transform Your Organization and Empower Your Employees Through AI,Alexandra Levit,Goodreads Library,2025,518,personal-library,9781398609549,
Dale Carnegie & Associates Success Tool Kit: Listen! Sell! Lead!,Dale Carnegie & Associates,Goodreads Library,2025,519,personal-library,9781722527273,
Dale Carnegie & Associates' Listen!: The Art of Effective Communication,Dale Carnegie,Goodreads Library,2025,520,personal-library,9781469005362,
"Dealing with Difficult People: Fast, Effective Strategies for Handling Problem People (Creating Success, 155)",Roy Lilley,Goodreads Library,2025,521,personal-library,9780749486419,
The Gold Standard: Giving Your Customers What They Didn't Know They Wanted,Colin Cowie,Goodreads Library,2025,522,personal-library,9781400224005,
Meetings That Get Results: A Facilitator's Guide to Building Better Meetings,Terrence Metz,Goodreads Library,2025,523,personal-library,9781523093175,
Market Research in Practice: An Introduction to Gaining Greater Market Insight,Matthew Harrison,Goodreads Library,2025,524,personal-library,9780749475857,
Sales Is a Team Sport: Aligning the Players With the Playbook,John Fuggles,Goodreads Library,2025,525,personal-library,9781637422939,
"Quick Confidence: Be Authentic, Boost Connections, and Make Bold Bets on Yourself",Selena Rezvani,Goodreads Library,2025,526,personal-library,9781394160945,
"Bet on Yourself: Recognize, Own, and Implement Breakthrough Opportunities",Ann Hiatt,Goodreads Library,2025,527,personal-library,9781400220267,
Lifescripts: What to Say to Get What You Want in Life's Toughest Situations,Stephen M. Pollan,Goodreads Library,2025,528,personal-library,9780471631019,
"Never Go With Your Gut: How Pioneering Leaders Make the Best Decisions and Avoid Business Disasters (Avoid Terrible Advice, Cognitive Biases, and Poor Decisions)",Gleb Tsipursky,Goodreads Library,2025,529,personal-library,9781632651624,
Mastering the Hire: 12 Strategies to Improve Your Odds of Finding the Best Hire,Chaka Booker,Goodreads Library,2025,530,personal-library,9781400216406,
How People Tick: A Guide to Over 50 Types of Difficult People and How to Handle Them,Mike Leibling,Goodreads Library,2025,531,personal-library,,
Six Sigma Financial Tracking and Reporting: Measuring Project Performance and P&L Impact (Six SIGMA Operational Methods),Michael Bremer,Goodreads Library,2025,532,personal-library,9780071458917,
"Dealing with Difficult People: Fast, Effective Strategies for Handling Problem People (Creating Success Book 163)",Roy Lilley,Goodreads Library,2025,533,personal-library,9781398606234,
The Discussion Book: 50 Great Ways to Get People Talking,Stephen D. Brookfield,Goodreads Library,2025,534,personal-library,,
Successful Direct Marketing Methods,Bob Stone,Goodreads Library,2025,535,personal-library,9780658001451,
Find Your Why: A Practical Guide to Discovering Purpose for You and Your Team,Simon Sinek,Goodreads Library,2025,536,personal-library,9780143111726,
The Power of Regret: How Looking Backward Moves Us Forward,Daniel H. Pink,Goodreads Library,2025,537,personal-library,9780735210653,
Managing Oneself (Harvard Business Review Classics),Peter F. Drucker,Goodreads Library,2025,538,personal-library,9781422123126,
Confessions of a P.R. Man,Robert J. Wood,Goodreads Library,2025,539,personal-library,9780452262393,
Copywriting Secrets,Jim Edwards,Goodreads Library,2025,540,personal-library,,
How to Write a Good Advertisement: A Short Course in Copywriting,Victor O. Schwab,Goodreads Library,2025,541,personal-library,9780879803971,
Hacking Growth: How Today's Fastest-Growing Companies Drive Breakout Success,Sean     Ellis,Goodreads Library,2025,542,personal-library,9780451497215,
The True Believer: Thoughts on the Nature of Mass Movements,Eric Hoffer,Goodreads Library,2025,543,personal-library,9780060505912,
The True Believer,Eric Hoffer,Goodreads Library,2025,544,personal-library,,
"Play Bigger: How Pirates, Dreamers, and Innovators Create and Dominate Markets",Al Ramadan,Goodreads Library,2025,545,personal-library,9780062407610,
DotCom Secrets: The Underground Playbook for Growing Your Company Online,Russell Brunson,Goodreads Library,2025,546,personal-library,9781630474782,
Applied Imagination: Principles and Procedures of Creative Thinking,Alex F. Osborn,Goodreads Library,2025,547,personal-library,,
Advisor Buddies: Creating Success and Building Resilience as a Solopreneur,Melissa Mahoney,Goodreads Library,2025,548,personal-library,,
Onboarding Matters: How Successful Companies Transform New Customers Into Loyal Champions,Donna Weber,Goodreads Library,2025,549,personal-library,,
Stolen Focus: Why You Can't Pay Attention--and How to Think Deeply Again,Johann Hari,Goodreads Library,2025,550,personal-library,9780593138533,
Tactics: The Art and Science of Success,Edward de Bono,Goodreads Library,2025,551,personal-library,9780316177900,
Teach Yourself to Think,Edward de Bono,Goodreads Library,2025,552,personal-library,9780670851270,
I Am Right You Are Wrong,Edward de Bono,Goodreads Library,2025,553,personal-library,9780140126785,
Lateral Thinking,Edward de Bono,Goodreads Library,2025,554,personal-library,9780140137798,
"Magnetic Marketing: How To Attract A Flood Of New Customers That Pay, Stay, and Refer",Dan S. Kennedy,Goodreads Library,2025,555,personal-library,,
The Ultimate Marketing Plan: Find Your Hook. Communicate Your Message. Make Your Mark.,Dan S. Kennedy,Goodreads Library,2025,556,personal-library,9781593374969,
No B.S. Direct Marketing,Dan S. Kennedy,Goodreads Library,2025,557,personal-library,9781932531572,
"No B.S. Ruthless Management of People and Profits: No Holds Barred, Kick Butt, Take-No-Prisoners Guide to Really Getting Rich",Dan S. Kennedy,Goodreads Library,2025,558,personal-library,9781599181653,
The Ultimate Sales Letter: Attract New Customers. Boost Your Sales,Dan S. Kennedy,Goodreads Library,2025,559,personal-library,9781593374990,
The Ultimate Gary Halbert Swipe File Collection: 37 Rare Sales Letters By Copywriting Genius Gary Halbert (Ultimate Swipe Files Book 1),Joe Carson,Goodreads Library,2025,560,personal-library,,
The Boron Letters,Gary Halbert,Goodreads Library,2025,561,personal-library,,
Pushing to the Front or Success Under Difficulties,Orison Swett Marden,Goodreads Library,2025,562,personal-library,9781594624711,
How To Get Rich,Felix Dennis,Goodreads Library,2025,563,personal-library,9780091921668,
The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,Goodreads Library,2025,564,personal-library,9780316219266,
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,Goodreads Library,2025,565,personal-library,9780060521998,
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,Goodreads Library,2025,566,personal-library,,
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Goodreads Library,2025,567,personal-library,,
The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,Goodreads Library,2025,568,personal-library,9781885167774,
Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,Goodreads Library,2025,569,personal-library,9781250067050,
If My Product's So Great How Come I Can't Sell It,Kim Klaver,Goodreads Library,2025,570,personal-library,9781891493119,
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers―Straight Talk on the Challenges of Entrepreneurship,Ben Horowitz,Goodreads Library,2025,571,personal-library,9780062273208,
Choose: The Single Most Important Decision Before Starting Your Business,Ryan Levesque,Goodreads Library,2025,572,personal-library,9781401957476,
Ask: The Counterintuitive Online Formula to Discover Exactly What Your Customers Want to Buy...Create a Mass of Raving Fans...and Take Any Business to the Next Level,Ryan Levesque,Goodreads Library,2025,573,personal-library,9781939447739,
"10 Commandments Of A-List Copywriters: Control-Beating Breakthroughs From Gary Bencivenga, Gene Schwartz, Jim Rutz & More",John Bejakovic,Goodreads Library,2025,574,personal-library,,
Ben Settle’s Big Book of Business: Every Business-Boosting Word He’s Ever Published!,Ben Settle,Goodreads Library,2025,575,personal-library,,
AutoResponder Madness 2.0,Andre Chaperon,Goodreads Library,2025,576,personal-library,,
Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,Goodreads Library,2025,577,personal-library,9780060753634,
Butterfly Marketing Manuscript 3.0,Mike Filsaime,Goodreads Library,2025,578,personal-library,9781468072570,
How to double your power to learn,Eugene M. Schwartz,Goodreads Library,2025,579,personal-library,9780006401438,
Confessions of a Poor Collector,Eugene M. Schwartz,Goodreads Library,2025,580,personal-library,9783981451801,
The Brilliance Breakthrough: How to Talk and Write So That People Will Never Forget You,Eugene M. Schwartz,Goodreads Library,2025,581,personal-library,9780963868404,
Eugene M. Schwartz' Breakthrough Advertising Review Notes: What Makes Marketing Work - For Real (Masters of Marketing Secrets Book 2),Eugene M. Schwartz,Goodreads Library,2025,582,personal-library,,
Breakthrough Advertising,Eugene M. Schwartz,Goodreads Library,2025,583,personal-library,9780887232985,
Integration Marketing: How Small Businesses Become Big Businesses and Big Businesses Become Empires,Mark Joyner,Goodreads Library,2025,584,personal-library,9780470454596,
Mindcontrolmarketing.Com: How Everyday People Are Using Forbidden Mind Control Psychology and Ruthless Military Tactics to Make Millions Online,Mark Joyner,Goodreads Library,2025,585,personal-library,9780971932500,
The Great Formula: for Creating Maximum Profit with Minimal Effort,Mark Joyner,Goodreads Library,2025,586,personal-library,9780471778233,
Simple-ology: The Simple Science of Getting What You Want,Mark Joyner,Goodreads Library,2025,587,personal-library,9780470095225,
The Irresistible Offer: How to Sell Your Product or Service in 3 Seconds or Less,Mark Joyner,Goodreads Library,2025,588,personal-library,9780471738947,
"The Chaos Imperative: How Chance and Disruption Increase Innovation, Effectiveness, and Success",Ori Brafman,Goodreads Library,2025,589,personal-library,9780307886675,
Click: The Magic of Instant Connections,Ori Brafman,Goodreads Library,2025,590,personal-library,9780385529051,
The Starfish and the Spider: The Unstoppable Power of Leaderless Organizations,Ori Brafman,Goodreads Library,2025,591,personal-library,9781591841432,
Sway: The Irresistible Pull of Irrational Behavior,Ori Brafman,Goodreads Library,2025,592,personal-library,9780385524384,
Heart and Sell: 10 Universal Truths Every Salesperson Needs to Know,Shari Levitin,Goodreads Library,2025,593,personal-library,9781632659279,
7L: The Seven Levels of Communication: Go From Relationships to Referrals,Michael J.  Maher,Goodreads Library,2025,594,personal-library,9781942952473,
"The Irrational Bundle: Predictably Irrational, The Upside of Irrationality, and The Honest Truth About Dishonesty",Dan Ariely,Goodreads Library,2025,595,personal-library,9780062288745,
DISCOVER Questions Get You Connected,Deb Calvert,Goodreads Library,2025,596,personal-library,9780989737906,
"Business As Unusual: A Futurist’s Unorthodox, Unconventional, and Uncomfortable Guide to Doing Business",Jack Uldrich,Goodreads Library,2025,597,personal-library,9781632993106,
Steal Like an Artist,Austin Kleon,Goodreads Library,2025,598,personal-library,9786021606810,
So Good They Can't Ignore You,Cal Newport,Goodreads Library,2025,599,personal-library,9780349420219,
The Outsiders: Eight Unconventional CEOs and Their Radically Rational Blueprint for Success,William N. Thorndike Jr.,Goodreads Library,2025,600,personal-library,9781491582978,
What Got You Here Won't Get You There,Marshall Goldsmith,Goodreads Library,2025,601,personal-library,,
"Great People Decisions: Why They Matter So Much, Why They are So Hard, and How You Can Master Them",Claudio Fernández-Aráoz,Goodreads Library,2025,602,personal-library,,
Playing to Win: How Strategy Really Works,A.G. Lafley,Goodreads Library,2025,603,personal-library,9781491528792,
EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches by Dave Ramsey (The 5 Minute Book Summary),ReadSmartly,Goodreads Library,2025,604,personal-library,,
"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,Goodreads Library,2025,605,personal-library,,
The Creator's Code: The Six Essential Skills of Extraordinary Entrepreneurs,Amy Wilkinson,Goodreads Library,2025,606,personal-library,,
Let My People Go Surfing,Yvon Chouinard,Goodreads Library,2025,607,personal-library,9781429537100,
Behind the Cloud: The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company-And Revolutionized an Industry,Marc Benioff,Goodreads Library,2025,608,personal-library,9780470535912,
Zingerman's Guide to Giving Great Service,Ari Weinzweig,Goodreads Library,2025,609,personal-library,9781401305079,
Seeking Wisdom: From Darwin to Munger,Peter Bevelin,Goodreads Library,2025,610,personal-library,9781587991882,
Sam Walton: Made in America,Sam Walton,Goodreads Library,2025,611,personal-library,9780345538444,
Summary of The Hard Thing About Hard Things: by Ben Horowitz | Building a Business When There Are No Easy Answers,Instaread Summaries,Goodreads Library,2025,612,personal-library,,
Wait: The Art and Science of Delay,Frank Partnoy,Goodreads Library,2025,613,personal-library,9781610390040,
Salt Sugar Fat: How the Food Giants Hooked Us,Michael  Moss,Goodreads Library,2025,614,personal-library,9780812982190,
Tilt,Niraj Dawar,Goodreads Library,2025,615,personal-library,9781422187173,
Decisive: How to Make Better Choices in Life and Work,Chip Heath,Goodreads Library,2025,616,personal-library,,
Empty Mansions: The Mysterious Story of Huguette Clark and the Loss of One of the World's Greatest Fortunes,Bill Dedman,Goodreads Library,2025,618,personal-library,,
"Seeing What Others Don't: The Remarkable Ways We Gain Insights [Paperback] [Jan 30, 2017] Gary Klein",Gary Klein,Goodreads Library,2025,619,personal-library,9781857886788,
"Copywriting: Successful Writing for Design, Advertising, and Marketing",Mark Shaw,Goodreads Library,2025,620,personal-library,,
"The Tall Lady With the Iceberg: The Power of Metaphor to Sell, Persuade & Explain Anything to Anyone (Expanded edition of Metaphorically Selling)",Anne Miller,Goodreads Library,2025,621,personal-library,9780976279440,
"Story: Style, Structure, Substance, and the Principles of Screenwriting",Robert McKee,Goodreads Library,2025,622,personal-library,,
The Idea Writers: Copywriting in a New Media and Marketing Era,Teressa Iezzi,Goodreads Library,2025,623,personal-library,,
Read Me: 10 Lessons for Writing Great Copy,Roger Horberry,Goodreads Library,2025,624,personal-library,9781780673486,
The Adweek Copywriting Handbook: The Ultimate Guide to Writing Powerful Advertising and Marketing Copy from One of America's Top Copywriters,Joseph Sugarman,Goodreads Library,2025,625,personal-library,,
Bird by Bird: some instructions on writing and life,Anne Lamott,Goodreads Library,2025,626,personal-library,9781925307443,
Wired for Story: The Writer's Guide to Using Brain Science to Hook Readers from the Very First Sentence,Lisa Cron,Goodreads Library,2025,627,personal-library,,
"Words that Sell: The Thesaurus to Help You Promote Your Products, Services, and Ideas",Richard Bayan,Goodreads Library,2025,628,personal-library,9780071661102,
"Hey, Whipple, Squeeze This: The Classic Guide to Creating Great Ads",Luke Sullivan,Goodreads Library,2025,629,personal-library,,
D&AD. The Copy Book,Various,Goodreads Library,2025,630,personal-library,9783836568500,
The Holloway Guide to Remote Work,Katie Womersley,Goodreads Library,2025,631,personal-library,,
"Work-from-Home Hacks: 500+ Easy Ways to Get Organized, Stay Productive, and Maintain a Work-Life Balance While Working from Home! (Life Hacks Series)",Aja Frost,Goodreads Library,2025,632,personal-library,9781507215609,
Working Remotely: Secrets to Success for Employees on Distributed Teams,Teresa Douglas,Goodreads Library,2025,633,personal-library,9781506271521,
Built to Sell: Creating a Business That Can Thrive Without You,John Warrillow,Goodreads Library,2025,634,personal-library,9781591845829,
Stolen Focus: Why You Can't Pay Attention,Johann Hari,Goodreads Library,2025,635,personal-library,9781526654014,
Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,Goodreads Library,2025,636,personal-library,9780374159122,
The Multiplier Effect: Tapping the Genius Inside Our Schools,Liz Wiseman,Goodreads Library,2025,637,personal-library,9781452271897,
Powerful Phrases for Dealing with Difficult People,Renée Evenson,Goodreads Library,2025,638,personal-library,9780814432983,
Money: Master the Game - 7 Simple Steps to Financial Freedom,Anthony Robbins,Goodreads Library,2025,639,personal-library,9781476757872,
Trusted Leader: 8 Pillars That Drive Results,David Horsager,Goodreads Library,2025,640,personal-library,9781523093014,
Beyond Happiness: How Authentic Leaders Prioritize Purpose and People for Growth and Impact,Jenn Lim,Goodreads Library,2025,641,personal-library,9781538736890,
The $100 Startup,Chris Guillebeau,Goodreads Library,2025,642,personal-library,,
The Minimalist Entrepreneur: How Great Founders Do More with Less,Sahil Lavingia,Goodreads Library,2025,643,personal-library,9780349431406,
Trajectory: Startup: Ideation to Product/Market Fit,Dave  Parker,Goodreads Library,2025,644,personal-library,9781953295149,
Clients From Hell: A collection of anonymously-contributed client horror stories from designers,Anonymous,Goodreads Library,2025,645,personal-library,,
Managing The Professional Service Firm,David H. Maister,Goodreads Library,2025,646,personal-library,,
The Lords of Strategy: The Secret Intellectual History of the New Corporate World,Walter Kiechel III,Goodreads Library,2025,647,personal-library,9781591397823,
Clients for Life: Evolving from an Expert-for-Hire to an Extraordinary Adviser,Jagdish N. Sheth,Goodreads Library,2025,648,personal-library,,
The Art of Client Service,Robert Solomon,Goodreads Library,2025,649,personal-library,9780793167999,
The Consulting Bible: Everything You Need to Know to Create and Expand a Seven-Figure Consulting Practice,Alan Weiss,Goodreads Library,2025,650,personal-library,,
"The Marketing Agency Blueprint: The Handbook for Building Hybrid PR, SEO, Content, Advertising, and Web Firms",Paul Roetzer,Goodreads Library,2025,651,personal-library,9781118176894,
"Playing the Game Without a Coach: How Courage, Resilience, and Forgiveness Helped One Man Seize the American Dream",Benjamin Raymnd,Goodreads Library,2025,652,personal-library,,
The Sales Enablement Playbook,Cory Bray,Goodreads Library,2025,653,personal-library,,
Create Togetherness: Transform Sales and Marketing to Exceed Modern Buyers' Expectations and Increase Revenue,Jeff Davis,Goodreads Library,2025,654,personal-library,9781733450409,
What's in the C.A.R.D.S.?: 5 Post-Pandemic Sales Strategies,Cherilynn Castleman,Goodreads Library,2025,655,personal-library,9781736505519,
The Evolving Sales Engineer: Updated Version,Edward S. Levine,Goodreads Library,2025,656,personal-library,,
Car Sharks and Closers: A Master Closer’s Secrets of Closing Car Deals,Gary Swanson,Goodreads Library,2025,657,personal-library,,
Emotional Intelligence for Sales Success: Connect with Customers and Get Results,Colleen Stanley,Goodreads Library,2025,658,personal-library,,
"More Sales, Less Time: Surprisingly Simple Strategies for Today's Crazy-Busy Sellers",Jill Konrath,Goodreads Library,2025,659,personal-library,9781591847267,
"The Sales Survival Handbook: Cold Calls, Commissions, and Caffeine Addiction—The Real Truth about Life in Sales",Ken Kupchik,Goodreads Library,2025,660,personal-library,9780814438640,
"The Sales Bible, New Edition: The Ultimate Sales Resource",Jeffrey Gitomer,Goodreads Library,2025,661,personal-library,9781118985816,
The Best Damn Sales Book Ever: 16 Rock-Solid Rules for Achieving Sales Success!,Warren Greshes,Goodreads Library,2025,662,personal-library,,
Presentation Zen: Simple Ideas on Presentation Design and Delivery (Voices That Matter),Reynolds Garr,Goodreads Library,2025,663,personal-library,9780132901536,
The 25 Sales Habits of Highly Successful Salespeople,Stephan Schiffman,Goodreads Library,2025,664,personal-library,9781480572249,
Scaling Up Excellence: Getting to More Without Settling for Less,Robert I. Sutton,Goodreads Library,2025,665,personal-library,9780385347037,
Unleashing Innovation: How Whirlpool Transformed an Industry,Nancy Tennant Snyder,Goodreads Library,2025,666,personal-library,,
Pour Your Heart Into It - How Starbucks Built A Company One Cup At A Time,Howard Schultz,Goodreads Library,2025,667,personal-library,,
The Arc of Ambition : Defining the Leadership Journey,James Champy,Goodreads Library,2025,668,personal-library,9780738201030,
Many Unhappy Returns: One Man's Quest To Turn Around The Most Unpopular Organization In America (Leadership for the Common Good),Charles O. Rossotti,Goodreads Library,2025,669,personal-library,9781591394419,
The Money of Invention: How Venture Capital Creates New Wealth,Paul A. Gompers,Goodreads Library,2025,670,personal-library,9781578513260,
Talent on Demand,Peter Cappelli,Goodreads Library,2025,671,personal-library,9781422104477,
True North: Discover Your Authentic Leadership,Bill  George,Goodreads Library,2025,672,personal-library,,
"Harvard Business Review Emotional Intelligence Collection: Happiness, Resilience, Empathy, Mindfulness (HBR Emotional Intelligence Series)",Harvard Business Review,Goodreads Library,2025,673,personal-library,,
"Empathy: Why It Matters, and How to Get It",Roman Krznaric,Goodreads Library,2025,674,personal-library,9780698176041,
The Art of Empathy: A Complete Guide to Life's Most Essential Skill,Karla McLaren,Goodreads Library,2025,675,personal-library,9781622030675,
Wired to Care: How Companies Prosper When They Create Widespread Empathy,Dev Patnaik,Goodreads Library,2025,676,personal-library,,
Well-Designed: How to Use Empathy to Create Products People Love,Jon Kolko,Goodreads Library,2025,677,personal-library,9781625274809,
The Age of Empathy: Nature's Lessons for a Kinder Society,Frans de Waal,Goodreads Library,2025,678,personal-library,,
Ctrl Alt Delete: Reboot Your Business. Reboot Your Life. Your Future Depends on It.,Mitch Joel,Goodreads Library,2025,679,personal-library,9781455523306,
Permission Marketing: Turning Strangers Into Friends And Friends Into Customers,Seth Godin,Goodreads Library,2025,680,personal-library,,
Youtility: Why Smart Marketing Is about Help Not Hype,Jay Baer,Goodreads Library,2025,681,personal-library,9781101633885,
"The New Rules of Marketing & PR: How to Use Social Media, Online Video, Mobile Applications, Blogs, News Releases, & Viral Marketing to Reach Buyers Directly",David Meerman Scott,Goodreads Library,2025,682,personal-library,9781118488768,
The Marketing Performance Blueprint: Strategies and Technologies to Build and Measure Business Success,Paul Roetzer,Goodreads Library,2025,683,personal-library,9781118883433,
Growth Hacker Marketing,Ryan Holiday,Goodreads Library,2025,684,personal-library,9780698138247,
All Marketers Are Liars: The Underground Classic that Explains How Marketing Really Works - and Why Authenticity is the Best Marketing of All,Seth Godin,Goodreads Library,2025,685,personal-library,9781480561311,
"No one understands you, and what to do about it",Heidi Grant Halvorson,Goodreads Library,2025,686,personal-library,9781625274120,
Learn SEO: An On-Page SEO Tutorial,Patrick Coombe,Goodreads Library,2025,687,personal-library,9780692520406,
Different: Escaping the Competitive Herd,Youngme Moon,Goodreads Library,2025,688,personal-library,9780307460851,
Everybody Writes: Your Go-To Guide to Creating Ridiculously Good Content,Ann Handley,Goodreads Library,2025,689,personal-library,,
"Inbound Marketing: Attract, Engage, and Delight Customers Online",Brian Halligan,Goodreads Library,2025,690,personal-library,9781322044880,
Selling the Invisible: A Field Guide to Modern Marketing,Harry Beckwith,Goodreads Library,2025,691,personal-library,9780446520942,
"The Power of Broke: How Empty Pockets, a Tight Budget, and a Hunger for Success Can Become Your Greatest Competitive Advantage",Daymond John,Goodreads Library,2025,693,personal-library,9781101903605,
